    0	0.00000e+00	0.00000e+00
    1	5.30329e-04	1.40727e-10
    2	1.06059e-03	2.80402e-09
    3	1.50227e-03	9.95206e-09
    4	2.03177e-03	2.37689e-08
    5	2.56041e-03	3.58262e-08
    6	3.00014e-03	3.81064e-08
    7	3.52682e-03	2.98796e-08
    8	4.05251e-03	1.59946e-08
    9	4.57746e-03	5.16463e-09
   10	5.01459e-03	1.10637e-09
   11	5.53896e-03	7.07965e-11
   12	6.06327e-03	2.06132e-10
   13	6.50013e-03	1.74105e-09
   14	7.02416e-03	8.49954e-09
   15	7.54770e-03	2.13819e-08
   16	8.07046e-03	3.48160e-08
   17	8.50533e-03	4.02209e-08
   18	9.02618e-03	3.59666e-08
   19	9.54599e-03	2.33528e-08
   20	1.00650e-02	1.04034e-08
   21	1.05833e-02	2.82027e-09
   22	1.10151e-02	6.16615e-10
   23	1.15331e-02	2.20273e-10
   24	1.20509e-02	1.12331e-09
   25	1.25686e-02	5.65073e-09
   26	1.30860e-02	1.61875e-08
   27	1.35166e-02	2.79962e-08
   28	1.40325e-02	3.97100e-08
   29	1.45474e-02	4.21851e-08
   30	1.50612e-02	3.40481e-08
   31	1.55741e-02	2.05378e-08
   32	1.60009e-02	1.04391e-08
   33	1.65125e-02	3.25133e-09
   34	1.70238e-02	8.14385e-10
   35	1.75350e-02	6.14320e-10
   36	1.80460e-02	2.19105e-09
   37	1.85568e-02	7.82075e-09
   38	1.90672e-02	1.90629e-08
   39	1.95769e-02	3.31402e-08
   40	2.00010e-02	4.23203e-08
   41	2.05089e-02	4.50626e-08
   42	2.10157e-02	3.77034e-08
   43	2.15216e-02	2.45929e-08
   44	2.20267e-02	1.22173e-08
   45	2.25312e-02	4.58132e-09
   46	2.30354e-02	1.56441e-09
   47	2.35393e-02	1.11942e-09
   48	2.40431e-02	2.59898e-09
   49	2.45467e-02	7.67771e-09
   50	2.50498e-02	1.79526e-08
   51	2.55523e-02	3.18024e-08
   52	2.60539e-02	4.39620e-08
   53	2.65546e-02	4.86531e-08
   54	2.70542e-02	4.36398e-08
   55	2.75528e-02	3.17150e-08
   56	2.80505e-02	1.85157e-08
   57	2.85476e-02	8.69743e-09
   58	2.90442e-02	3.60208e-09
   59	2.95405e-02	1.96248e-09
   60	3.00366e-02	2.48562e-09
   61	3.05325e-02	5.68264e-09
   62	3.10281e-02	1.32017e-08
   63	3.15231e-02	2.53487e-08
   64	3.20174e-02	3.92774e-08
   65	3.25108e-02	4.97947e-08
   66	3.30032e-02	5.23792e-08
   67	3.35763e-02	4.42984e-08
   68	3.40666e-02	3.16201e-08
   69	3.45560e-02	1.88924e-08
   70	3.50448e-02	9.68552e-09
   71	3.55331e-02	4.80241e-09
   72	3.60211e-02	3.18465e-09
   73	3.65089e-02	3.91918e-09
   74	3.70776e-02	8.44530e-09
   75	3.75647e-02	1.68684e-08
   76	3.80512e-02	2.93861e-08
   77	3.85369e-02	4.32520e-08
   78	3.90218e-02	5.39199e-08
   79	3.95056e-02	5.73886e-08
   80	4.00689e-02	5.09281e-08
   81	4.05506e-02	3.91298e-08
   82	4.10315e-02	2.60413e-08
   83	4.15116e-02	1.53283e-08
   84	4.20712e-02	7.83215e-09
   85	4.25504e-02	5.23368e-09
   86	4.30293e-02	5.28115e-09
   87	4.35078e-02	7.99971e-09
   88	4.40657e-02	1.57229e-08
   89	4.45434e-02	2.67637e-08
   90	4.50203e-02	4.04667e-08
   91	4.55758e-02	5.52960e-08
   92	4.60509e-02	6.25275e-08
   93	4.65249e-02	6.21409e-08
   94	4.70768e-02	5.26820e-08
   95	4.75488e-02	4.01551e-08
   96	4.80200e-02	2.74590e-08
   97	4.85689e-02	1.60438e-08
   98	4.90389e-02	1.02467e-08
   99	4.95084e-02	7.74112e-09
  100	5.00000e-02	8.05929e-09
