    0	0.00000e+00	0.00000e+00
    1	5.30329e-04	1.05361e-11
    2	1.06059e-03	4.34640e-10
    3	1.50227e-03	3.43175e-09
    4	2.03177e-03	1.82371e-08
    5	2.56041e-03	5.70005e-08
    6	3.00014e-03	1.12157e-07
    7	3.52682e-03	1.98311e-07
    8	4.05251e-03	2.85682e-07
    9	4.57746e-03	3.51484e-07
   10	5.01459e-03	3.82107e-07
   11	5.53896e-03	3.95693e-07
   12	6.06327e-03	4.02223e-07
   13	6.50013e-03	4.18942e-07
   14	7.02416e-03	4.70561e-07
   15	7.54770e-03	5.71594e-07
   16	8.07046e-03	7.29478e-07
   17	8.50533e-03	8.99942e-07
   18	9.02618e-03	1.12996e-06
   19	9.54599e-03	1.35204e-06
   20	1.00650e-02	1.52860e-06
   21	1.05833e-02	1.63942e-06
   22	1.10151e-02	1.68591e-06
   23	1.15331e-02	1.71200e-06
   24	1.20509e-02	1.74512e-06
   25	1.25686e-02	1.82616e-06
   26	1.30860e-02	1.98542e-06
   27	1.35166e-02	2.18828e-06
   28	1.40325e-02	2.51030e-06
   29	1.45474e-02	2.89034e-06
   30	1.50612e-02	3.28003e-06
   31	1.55741e-02	3.62438e-06
   32	1.60009e-02	3.84583e-06
   33	1.65125e-02	4.02018e-06
   34	1.70238e-02	4.11235e-06
   35	1.75350e-02	4.16797e-06
   36	1.80460e-02	4.24552e-06
   37	1.85568e-02	4.39939e-06
   38	1.90672e-02	4.66695e-06
   39	1.95769e-02	5.06024e-06
   40	2.00010e-02	5.47210e-06
   41	2.05089e-02	6.02873e-06
   42	2.10157e-02	6.59316e-06
   43	2.15216e-02	7.09759e-06
   44	2.20267e-02	7.49082e-06
   45	2.25312e-02	7.75537e-06
   46	2.30354e-02	7.91330e-06
   47	2.35393e-02	8.01910e-06
   48	2.40431e-02	8.14346e-06
   49	2.45467e-02	8.35468e-06
   50	2.50498e-02	8.70259e-06
   51	2.55523e-02	9.20743e-06
   52	2.60539e-02	9.85440e-06
   53	2.65546e-02	1.05952e-05
   54	2.70542e-02	1.13577e-05
   55	2.75528e-02	1.20633e-05
   56	2.80505e-02	1.26478e-05
   57	2.85476e-02	1.30793e-05
   58	2.90442e-02	1.33678e-05
   59	2.95405e-02	1.35623e-05
   60	3.00366e-02	1.37377e-05
   61	3.05325e-02	1.39759e-05
   62	3.10281e-02	1.43471e-05
   63	3.15231e-02	1.48941e-05
   64	3.20174e-02	1.56235e-05
   65	3.25108e-02	1.65041e-05
   66	3.30032e-02	1.74720e-05
   67	3.35763e-02	1.86000e-05
   68	3.40666e-02	1.94706e-05
   69	3.45560e-02	2.01873e-05
   70	3.50448e-02	2.07271e-05
   71	3.55331e-02	2.11108e-05
   72	3.60211e-02	2.13972e-05
   73	3.65089e-02	2.16694e-05
   74	3.70776e-02	2.20863e-05
   75	3.75647e-02	2.26119e-05
   76	3.80512e-02	2.33386e-05
   77	3.85369e-02	2.42703e-05
   78	3.90218e-02	2.53722e-05
   79	3.95056e-02	2.65760e-05
   80	4.00689e-02	2.79913e-05
   81	4.05506e-02	2.91116e-05
   82	4.10315e-02	3.00734e-05
   83	4.15116e-02	3.08430e-05
   84	4.20712e-02	3.15117e-05
   85	4.25504e-02	3.19465e-05
   86	4.30293e-02	3.23389e-05
   87	4.35078e-02	3.27815e-05
   88	4.40657e-02	3.34744e-05
   89	4.45434e-02	3.42878e-05
   90	4.50203e-02	3.53290e-05
   91	4.55758e-02	3.68073e-05
   92	4.60509e-02	3.82377e-05
   93	4.65249e-02	3.97321e-05
   94	4.70768e-02	4.14320e-05
   95	4.75488e-02	4.27542e-05
   96	4.80200e-02	4.38899e-05
   97	4.85689e-02	4.49531e-05
   98	4.90389e-02	4.56661e-05
   99	4.95084e-02	4.62587e-05
  100	5.00000e-02	4.68425e-05
